c0_answer,c0_correct,candidate_answer,candidate_changed_from_c0,candidate_correct,candidate_first_pass_record_sha256,gold_answer_post_run_join,legacy_answer,legacy_correct,legacy_execution_valid,legacy_failure_type,order,pack,query_family,question_id
yes,True,yes,False,True,abb4063706a8e4bbd9c16f7c3d735592440c63e5c9821e43e00d9a96b721bb62,yes,yes,True,True,,478,clean_holdout_natural,det-counterfactual,cladder:29758
yes,True,yes,False,True,86033f40e8657b351280d6141ab151e114e193da9e4adf0516a624dd65176d91,yes,yes,True,True,,479,clean_holdout_natural,correlation,cladder:743
no,True,no,False,True,16936d38030f8de985e5e320481990bb7844c08bacf27c5fd228775c56c160d4,no,no,True,True,,480,clean_holdout_natural,correlation,cladder:20946
yes,True,yes,False,True,1924fe42fee4129e66b7379bc3cc037945767251018bb0dcf21e75aa2763795d,yes,yes,True,True,,481,clean_holdout_natural,marginal,cladder:4223
no,True,no,False,True,da7afda81ee71817973504c6a5819ad27761d2a7664cebb099ca21eb799ce676,no,no,True,True,,482,clean_holdout_natural,ate,cladder:4985
yes,True,yes,False,True,84717930f573384aeaac1ad36ad87775b85db7a07912059a68b9552067488221,yes,yes,True,True,,483,clean_holdout_natural,det-counterfactual,cladder:10234
no,True,no,False,True,a6b48816f3db647772cfc5d585adb632576ea2be87fe55477a5811fecc27fcbc,no,no,True,True,,484,clean_holdout_natural,correlation,cladder:14572
no,True,no,False,True,a009f954a4a880ad0fa7657e990f3cea2948e679e97cff1d959ff1e04a145358,no,no,True,True,,485,clean_holdout_natural,det-counterfactual,cladder:20050
no,True,no,False,True,0cfd9913388bf410adacce4fe3c743028a54da217e33089b1e76548c1c4f258c,no,no,True,True,,486,clean_holdout_natural,ate,cladder:17703
no,True,no,False,True,eb6ba0004be88a0bee26686748f127f22f0a16219d7a11911c1777e030ee2065,no,no,True,True,,487,clean_holdout_natural,correlation,cladder:28451
yes,True,yes,False,True,d8c38258dd78786820402e4325f75538d50bb281b7a0f4a26ff443c53fb3995e,yes,yes,True,True,,488,clean_holdout_natural,correlation,cladder:23364
yes,True,yes,False,True,00a01707763cda1226dc3b19ffcda68366a3cba72f940ebfd934de9778c1fed9,yes,yes,True,True,,489,clean_holdout_natural,correlation,cladder:29078
yes,True,yes,False,True,6388056d0341b5e81a0bf6b63f6b73b1545551fba02272b00e5e3eb4af818f38,yes,yes,True,True,,490,clean_holdout_natural,ate,cladder:2323
yes,True,yes,False,True,979ed9bab46bae33548f86adf1f95e6a4919920071fa9759d753737f4dc101f7,yes,yes,True,True,,491,clean_holdout_natural,marginal,cladder:11035
no,True,no,False,True,2ed8b2f2cee9572b7cb4182af0aa5b01f29ea4d147c3945857295301df648ebc,no,no,True,True,,492,clean_holdout_natural,nie,cladder:23148
no,True,no,False,True,71be49c4834ecd7a1b30048218c485a041dcb1ab7fa7040dd0c1ca0a1cea119c,no,no,True,True,,493,clean_holdout_natural,marginal,cladder:102
yes,True,yes,False,True,8d3e5392eafa7388111ac4ba756fc18902814361b28fd506c5df59f58f836552,yes,yes,True,True,,494,clean_holdout_natural,correlation,cladder:21867
yes,True,yes,False,True,3ba0eef53d05bfb7a4fb376079a07d8eaf82f85aee7a50515d7281b516fe965f,yes,yes,True,True,,495,clean_holdout_natural,ate,cladder:9081
no,True,no,False,True,8c3e8d2d073c63d5574bb86ed87899a2b31bf5dbb06d53f8c606e7925dc4a1bb,no,no,True,True,,496,clean_holdout_natural,marginal,cladder:27682
yes,True,yes,False,True,10b8a1e077f750001971e21133e426bc7947eab2f76bd2c04038907f00ecc590,yes,yes,True,True,,497,clean_holdout_natural,det-counterfactual,cladder:9865
no,True,no,False,True,548c8f86e5454c0ac099d00b166194d4f690e713c95e44ce4ce31243605da71f,no,no,True,True,,498,clean_holdout_natural,correlation,cladder:23264
no,True,no,False,True,6bb3303e98c09f7d6f044c97655f52dfea6b43fad849bd2e6a8cb9cc148da3be,no,no,True,True,,499,clean_holdout_natural,det-counterfactual,cladder:20023
yes,True,yes,False,True,8be30485f17e9674a3ad6587e82bb3f35892be23be88696f14b141a753ea9ae2,yes,yes,True,True,,500,clean_holdout_natural,ett,cladder:533
yes,True,yes,False,True,ff8722f2e42441eb5117b57f3e23ed4fa21eabd74f767f00760dec700587849d,yes,yes,True,True,,501,clean_holdout_natural,marginal,cladder:27701
yes,True,yes,False,True,33b0d761ddc175e4526d8d92dd4868e91dcfa2895ac1c76e1494fbb3b5bef431,yes,yes,True,True,,502,clean_holdout_natural,det-counterfactual,cladder:19995
yes,False,yes,False,False,94b2af87de3afacc09af7924b01c709058f170a90929615826d5662c5bafa203,no,yes,False,True,,503,clean_holdout_natural,ett,cladder:25363
no,True,no,False,True,99b0778c91478dfe20679c8dcc17edad875f16cf1e6d3d8e892d340778d7a6b8,no,no,True,True,,504,clean_holdout_natural,nie,cladder:28823
no,True,no,False,True,098e6f0e50257cf86fe29d9a8f4afcf60fa28ad65c074c2df711889b493cbe73,no,no,True,True,,505,clean_holdout_natural,marginal,cladder:27907
yes,True,yes,False,True,509d5473f79cf2e204f2a7d7bc58cde7e79cbe27efaeedd65e9a6554b0cb9047,yes,yes,True,True,,506,clean_holdout_natural,marginal,cladder:12374
no,True,no,False,True,f298e6e3ed7241929240688b57e4bd32aeea2bb6197df9363aa9585d8b2927fe,no,no,True,True,,507,clean_holdout_natural,ate,cladder:27083
yes,True,yes,False,True,52c99878120159b946a76e82aa19e76456e952f408f88499c3c4fff89c39fdb6,yes,yes,True,True,,508,clean_holdout_natural,ate,cladder:9383
yes,True,yes,False,True,744f46225a1bcf2081e4b73024b9d2774767dc101ce7cf03476ee2b852698158,yes,yes,True,True,,509,clean_holdout_natural,marginal,cladder:15779
yes,True,yes,False,True,3f3533f7206f636cb2c9ac0c870f93b137cc6d3342bc7b2c5d50d05d5ae2d030,yes,no,False,True,,510,clean_holdout_natural,ate,cladder:14632
yes,True,yes,False,True,a64222a5c623b3c88d02355399aecdbca2c5ddbc3706106e8da4e0e8e0a94f20,yes,yes,True,True,,511,clean_holdout_natural,correlation,cladder:29266
yes,True,yes,False,True,ad22a47b79e0131f9d35772cac90ce7b104f2680ecd1f9fded25b642ff0ab1d6,yes,yes,True,True,,512,clean_holdout_natural,correlation,cladder:16389
yes,True,yes,False,True,2abec433cd2f4c85e86b99b718f5863b24944e4d805837f7bca83068608fa6ee,yes,yes,True,True,,513,clean_holdout_natural,nde,cladder:17656
no,True,no,False,True,74a0d507454f256bcd271db5f5c21fd80fbca4a4689b9e2497f5fec76e0355b6,no,no,True,True,,514,clean_holdout_natural,correlation,cladder:9022
yes,True,yes,False,True,cbec1d1f9b0038388271be3a2ca48926f10d7974b9d050ea789e24370b4a1811,yes,yes,True,True,,515,clean_holdout_natural,ate,cladder:21173
no,True,no,False,True,9525c3b6c06c827d72fa53d5b4ae17f5a44de1344801aba692abb56d11b0133d,no,no,True,True,,516,clean_holdout_natural,ate,cladder:24214
no,True,no,False,True,9571c098a1c0e1b9dfdec9775d3f489d2d243373330d0280144c020ad39abbfa,no,no,True,True,,517,clean_holdout_natural,ate,cladder:22309
no,True,no,False,True,a4ff1371fa05d3dd3a87c1975ced0235677775b3d86a0b2a9cccafef86a4d218,no,no,True,True,,518,clean_holdout_natural,ett,cladder:4421
yes,True,yes,False,True,dae6bdf36560530fdcefb8f0216ef244ec2b1855640da86e5cd7fb667dcf5c52,yes,yes,True,True,,519,clean_holdout_natural,ate,cladder:25351
yes,True,yes,False,True,a90bffdcd0bd218de42a16c43a1cfa68f8b60efe2a20104f2cdf2440066c56d0,yes,yes,True,True,,520,clean_holdout_natural,ett,cladder:12920
no,True,no,False,True,fb29393972ba3d9dc59bc06965cdb262447b46a22db0da60e6268372c72ed57e,no,no,True,True,,521,clean_holdout_natural,marginal,cladder:6611
no,True,no,False,True,3520003babf4c06cf3af2e089350c083e624175fb2d535ebc77906a604005154,no,no,True,True,,522,clean_holdout_natural,marginal,cladder:10968
no,True,no,False,True,756319c668d745c74b70f76d82c52003a3061c5c50b490ebdf34962f982b3f98,no,no,True,True,,523,clean_holdout_natural,exp_away,cladder:2636
yes,True,yes,False,True,4a925ef637157467f098cb560fb49f2e4ccce5e48878c647f814b7bdf02caefb,yes,yes,True,True,,524,clean_holdout_natural,ate,cladder:4956
yes,True,yes,False,True,2365536ed9ac9dfe0ff817fdcf7fe40f35acc8e345aef5869514d80852fe347b,yes,yes,True,True,,525,clean_holdout_natural,marginal,cladder:5039
no,True,no,False,True,6ef1bb054784ac46de3c66fad47d01c5b70f74491233f8f6a581d9321dffe93c,no,yes,False,True,,526,clean_holdout_natural,ate,cladder:19416
no,True,no,False,True,f9a76879862af0b23cac242c501548ac28d9463154dd3306e67fd1f794834543,no,no,True,True,,527,clean_holdout_natural,nie,cladder:21594
yes,True,yes,False,True,58f335bc993dfd23aad017a98a5b11a4bc26c05853d7233e03aaea6a6b01dc02,yes,yes,True,True,,528,clean_holdout_natural,marginal,cladder:14007
yes,True,yes,False,True,70bdf81472a1f070b96e5033ca067f0bcaa180c219ae7d1c8b6fc8e106eea578,yes,yes,True,True,,529,clean_holdout_natural,marginal,cladder:8706
yes,True,yes,False,True,3eb8dadce51fe5d0a265e7e64d4fc7e2c13901a9b6ab0f432eb771b0da3511af,yes,yes,True,True,,530,clean_holdout_natural,correlation,cladder:26222
yes,True,yes,False,True,a965f98945032619af203c0667f17bd17d99219d49d0f6ddc7009a55aaf43274,yes,yes,True,True,,531,clean_holdout_natural,ett,cladder:15855
yes,True,yes,False,True,fc8ff1bb925e3d7f8a409f43939d7350d86f5c19418e202e64f7c31a2b59fb1f,yes,yes,True,True,,532,clean_holdout_natural,ate,cladder:13780
no,True,no,False,True,99a382d70f084ebbcccae8fb2cbdd465aae6c60bc0196c075b52519fdaa2c945,no,no,True,True,,533,clean_holdout_natural,ate,cladder:4710
no,True,no,False,True,b1deed1a84e622126d753dd8a5b24f731b369300a149f5467c286369e7fa9256,no,no,True,True,,534,clean_holdout_natural,nie,cladder:25074
no,True,no,False,True,2a8eaac0e3b396e0db3083e70b57b8834ca1d3bd64fe55d1668e0bc8070eba9c,no,no,True,True,,535,clean_holdout_natural,det-counterfactual,cladder:9637
no,True,no,False,True,ab518a4f9085c6d8876f5ee1c4e6635cd188743d7d10640584157818bd005759,no,no,True,True,,536,clean_holdout_natural,ate,cladder:11684
no,True,no,False,True,7cfeeb3bf24cbc0a85e4670d6a060b128eb326eb3dd9d95c2db6141f392e8686,no,no,True,True,,537,clean_holdout_natural,det-counterfactual,cladder:9770
yes,True,yes,False,True,ce4fa0a5daea4140ecf0de398a7933b4bc886edd760350320c8f996f1502f5e5,yes,yes,True,True,,538,clean_holdout_natural,ett,cladder:1187
yes,True,yes,False,True,6a75303d98b8c71bbd5eb84b64d3596a6bd25734e24b0a5412e9a30c3de09a5b,yes,yes,True,True,,539,clean_holdout_natural,ate,cladder:25582
no,True,no,False,True,0d98f877868c1e4d8fef3d56d66881224a131dd1d0c457af72eb3a76e9495549,no,no,True,True,,540,clean_holdout_natural,marginal,cladder:18605
no,True,no,False,True,2bf2fe73412298011af2d77623e8f5038d9c30b6f59ed37a3d4b47e04a81eee5,no,no,True,True,,541,clean_holdout_natural,marginal,cladder:1315
yes,True,yes,False,True,7a354ca79c99cacb497221f100fe0beaa648b7349bb8ed7984a0fa9c89ef6001,yes,yes,True,True,,542,clean_holdout_natural,correlation,cladder:11574
yes,True,yes,False,True,2711660243a1c120617e17d6d5bfd4dac5d5ff23de2feea4483b98be67b48d26,yes,yes,True,True,,543,clean_holdout_natural,det-counterfactual,cladder:10013
yes,True,yes,False,True,c5edf7475a3022f1ebf2f397b31d5c02abf1785d46fde6dc84e34805c24c1914,yes,yes,True,True,,544,clean_holdout_natural,ett,cladder:8556
no,True,no,False,True,d755d83d4fb20856cac62289187f7f82abf87409ba396f21b12d085865e8e9ac,no,no,True,True,,545,clean_holdout_natural,nde,cladder:19287
yes,True,yes,False,True,0138e6b5860a72975d6a8a6fd991cc52d7f5d87e975a9acde0f481d03628e0c8,yes,yes,True,True,,546,clean_holdout_natural,correlation,cladder:10691
no,True,no,False,True,04434c87ab6489649275eefd215d9d090b7266cc867230abc81ccf94a235c457,no,no,True,True,,547,clean_holdout_natural,ett,cladder:5260
no,True,no,False,True,b25676cd14483a03d856bafa46e1d6f63bc822e37798d83d2391bb359dd8af4b,no,no,True,True,,548,clean_holdout_natural,ate,cladder:8756
no,True,no,False,True,ba5b6802bca9deacfe5429ac44f73cd8bf6256b6d30f7c1890260a1f04b2cddf,no,no,True,True,,549,clean_holdout_natural,ate,cladder:19368
yes,True,yes,False,True,b0ecf669e40ed40ef34434c67a0712572f8411fc86f24060fd4f7baaa08c3b15,yes,yes,True,True,,550,clean_holdout_natural,ett,cladder:421
yes,True,yes,False,True,f1276d05de57748845092dced9c0f124cf656cb1707abeef7f9ab00cae8ad509,yes,yes,True,True,,551,clean_holdout_natural,det-counterfactual,cladder:10240
yes,True,yes,False,True,f99388e121d1d3e70493b0b94e561346446ee451d4d36c49362f2fb21c5be399,yes,yes,True,True,,552,clean_holdout_natural,ate,cladder:28709
no,True,no,False,True,83c6390ebc5792ae588250c6f4f3cd95d812bce8eb0e9fbee8a0f91f6e7467ba,no,no,True,True,,553,clean_holdout_natural,ate,cladder:28708
no,True,no,False,True,5dc0565c6d3d4c82a0da67c63d7c62e8556fb4d37e7521ca5f1f5ebecedc6d1a,no,no,True,True,,554,clean_holdout_natural,correlation,cladder:3602
yes,True,yes,False,True,8425fee63d879f1d15153775e52df0bdde5cb77086e14165e5a504fc1ba3f375,yes,yes,True,True,,555,clean_holdout_natural,ett,cladder:29151
yes,True,yes,False,True,dbde2c9461c44061689ab0fe0e7a1ad1e64d238f74e337430421204af5f09867,yes,yes,True,True,,556,clean_holdout_natural,det-counterfactual,cladder:9844
no,True,no,False,True,dc311c48d9ac33c9612aecdeed05a6c3ceac73c42795f0e70e195b86361ab25c,no,no,True,True,,557,clean_holdout_natural,ett,cladder:7313
no,True,no,False,True,512f6b9199f84b33c10e17b31afaa2c32fa3d670ccea8dc2d1b7ec6ecb8db973,no,no,True,True,,558,clean_holdout_natural,ate,cladder:5214
no,True,no,False,True,ff9120f84a9949df009d34d4da3714cb8b49f62ec1b8dfa1b53db2ec8fa406e4,no,no,True,True,,559,clean_holdout_natural,marginal,cladder:27498
yes,True,yes,False,True,11ed773cec5034c4f0621c66f3ec6347a76cc264fd372f88ef12a68ddb3cd2d6,yes,yes,True,True,,560,clean_holdout_natural,det-counterfactual,cladder:29925
yes,True,yes,False,True,0fc52f233660ff663b5c6e6633fc8422066a3c92013675827f6e5930c59e9a4c,yes,yes,True,True,,561,clean_holdout_natural,marginal,cladder:28873
yes,True,yes,False,True,bf8429faa36a524eedb785845278f5ba32162ef0ddf7b312e2f4a1d6d62a79c7,yes,yes,True,True,,562,clean_holdout_natural,correlation,cladder:13727
no,False,no,False,False,ed5bc28fa1cdc6d1b636d9bb1368e35bed7ca27864f9baef8331abe1aed94910,yes,yes,True,True,,563,clean_holdout_natural,collider_bias,cladder:16729
yes,True,yes,False,True,9425be6a20f80019a4c9bc26bab85db0babc9a4026c6215cc005ef9a2b817c05,yes,yes,True,True,,564,clean_holdout_natural,correlation,cladder:26119
no,True,no,False,True,d98f17f5f9829f06fee247c44fa41112216538b03ffae4b487716ea07aa0c96a,no,no,True,True,,565,clean_holdout_natural,det-counterfactual,cladder:20261
yes,True,yes,False,True,eaee7d0fb570234aa9efdbf071e92c84a2b00f9158ba53d4c06f5435be1280eb,yes,yes,True,True,,566,clean_holdout_natural,marginal,cladder:11165
no,True,no,False,True,0a064b27324393d4a438e99ed66c01c1ec8dfbfb34e8efd69c46c925db598a3f,no,no,True,True,,567,clean_holdout_natural,det-counterfactual,cladder:10381
yes,True,yes,False,True,0b7e15a78ab02a2782a661102cfc941f8622edc27d9a0d28752902fd25e7fe2a,yes,yes,True,True,,568,clean_holdout_natural,ate,cladder:13704
yes,True,yes,False,True,c692a72412dfb76a3742a4816f6ce59afda4813f4d833fd4cd001068dd5b9d82,yes,yes,True,True,,569,clean_holdout_natural,det-counterfactual,cladder:29696
no,True,no,False,True,4b5a58c9bcf450819b7aa11ab9b5187be15d428d936d41be876f2c677cf2729e,no,no,True,True,,570,clean_holdout_natural,ett,cladder:162
no,True,no,False,True,474dd53dc7ccd3fd1da9533c9db550b46d9ec45570c6f96626a9671ba638fc22,no,no,True,True,,571,clean_holdout_natural,marginal,cladder:13288
yes,True,yes,False,True,c6d526d517c3b43ff21f4e84956a5efdb64fd605351cd657b7e0ecf5b684f800,yes,yes,True,True,,572,clean_holdout_natural,marginal,cladder:22120
yes,True,yes,False,True,adb7a3da822357eed9beb6816a2f5e5143504a0927ebb47af50a290c1c689396,yes,yes,True,True,,573,clean_holdout_natural,ate,cladder:23052
yes,True,yes,False,True,39febc3cc19ef99e0904860f60df0c521cfa9bfea08d191d12725e9d4c64dec1,yes,yes,True,True,,574,clean_holdout_natural,ate,cladder:2526
no,True,no,False,True,6144f106042b16b10f2588d496f3708d3c7de84523b73b2926a6a4f94bb94a18,no,no,True,True,,575,clean_holdout_natural,ate,cladder:7
yes,True,yes,False,True,1477fc1206676bf4f36484c60963b6262a594453a2d07a1f4a9fbb3e0f89fb6a,yes,yes,True,True,,576,clean_holdout_natural,marginal,cladder:26706
yes,True,yes,False,True,04a470ecf82274293d593d24da896fe10e7ccc724b885847a51aeed91cd15bba,yes,yes,True,True,,577,clean_holdout_natural,ett,cladder:7204
no,True,no,False,True,599469574ee821d626549f29b1a8b56eba41e96c05e021a94f450802d17745bd,no,no,True,True,,578,clean_holdout_natural,correlation,cladder:18818
no,True,no,False,True,1e82970b7b65a48d51c4ca48eea73acfec93eaac64f2fd677ba0a388d740494f,no,no,True,True,,579,clean_holdout_natural,ate,cladder:17642
yes,True,yes,False,True,58a8c2a4f7aa6c927d48215144c027c39c8fa2fd5acd9760b3af875190cf628a,yes,yes,True,True,,580,clean_holdout_natural,ate,cladder:19597
yes,True,yes,False,True,2da488ab2def0e362a586c7bea87a748929e59b77ae771a2fae9127aacf5f7e1,yes,yes,True,True,,581,clean_holdout_natural,ate,cladder:19325
yes,False,yes,False,False,eb3b991ba4837b0fd62b5b5fb6900719af09365d2b475ec7e6e2d6978bf558d5,no,no,True,True,,582,clean_holdout_natural,ett,cladder:313
no,True,no,False,True,fefbd1df69af2af5c74af188512ebd77561dc6c44642fe0e8a3cc318d19bb5c9,no,no,True,True,,583,clean_holdout_natural,marginal,cladder:18616
no,True,no,False,True,0d2037f57c7068fe496f8d963524352c3beb1acb0745b117c3b469d34951ee09,no,no,True,True,,584,clean_holdout_natural,ate,cladder:26891
yes,True,yes,False,True,d1e02cfe1e4fe802bfcb69cb561f24ea8e51098cf7e3d953f4ce938e33437090,yes,yes,True,True,,585,clean_holdout_natural,marginal,cladder:240
yes,True,yes,False,True,c016ae6b5356aa17b35c9674983ccd8a8e37ad896c0f8b0a7537bb82c31f2040,yes,yes,True,True,,586,clean_holdout_natural,nie,cladder:14837
yes,False,yes,False,False,f64c014494d4dc3babee3a7b44ba6a8c196945f0f95525b237b713983eaf0c5c,no,yes,False,True,,587,clean_holdout_natural,backadj,cladder:10730
yes,True,yes,False,True,bbf8486d33d4afba0801d04483d068136a00b9742313be75800d64cbf53a238a,yes,yes,True,True,,588,clean_holdout_natural,ate,cladder:5195
yes,True,yes,False,True,c5b48cea34af7d101dbad744f29f6adc1b140d1fa0ce46cc35a23e4626fa3bab,yes,yes,True,True,,589,clean_holdout_natural,ett,cladder:8365
yes,True,yes,False,True,105c96a1e2e531e19b1de903b61ee6a91bb4e418f9b6dc7000c378ea3a134b0c,yes,yes,True,True,,590,clean_holdout_natural,ate,cladder:15128
yes,True,yes,False,True,9f502233be312c7c27d6837434f1a93005f7c78184dfbbefc57a688a85dcc20c,yes,yes,True,True,,591,clean_holdout_natural,correlation,cladder:10919
no,True,no,False,True,378e7b9e264ab7f9e3afbf602918eabeaef1c119822b3b91da0730657e17ca68,no,no,True,True,,592,clean_holdout_natural,collider_bias,cladder:13096
no,True,no,False,True,95f08088f71ed9f84e99a34e531b3bb12b36cd9e1a523e47db5e761dc135df30,no,no,True,True,,593,clean_holdout_natural,nie,cladder:5430
yes,True,yes,False,True,bb338ea6fc1cd8c10006b8860db477f9ea1e9f4bc24abae5373a577dac6ecd58,yes,yes,True,True,,594,clean_holdout_natural,ate,cladder:27247
no,True,no,False,True,07b18cecc9ac8b34b04ceade9d58a11915f82df7d6314abe92c93d80d7a65a0d,no,no,True,True,,595,clean_holdout_natural,ett,cladder:24266
no,True,no,False,True,9a4474cec84a3807f54291dfbc2ef5d51bf2b9b84b549715666f14c2cfe26e2f,no,no,True,True,,596,clean_holdout_natural,marginal,cladder:701
yes,True,yes,False,True,2e2b3b5d16d3ff18658c852d287f4230456cfe437527e14a54fa5cf1693a74b0,yes,yes,True,True,,597,clean_holdout_natural,ate,cladder:550
yes,True,yes,False,True,29e58b927f10a7e72da479d2994676000f26fce705247704e03cc929fc4c0626,yes,yes,True,True,,598,clean_holdout_natural,marginal,cladder:17735
no,True,no,False,True,c04f3f9e93f3a28039254a41a6ec7278bfcfe738624b0c6bd04eb47bb20ab4ee,no,no,True,True,,599,clean_holdout_natural,det-counterfactual,cladder:20391
yes,True,yes,False,True,70df0afc279d90dbcadc2a88f589c4b0d4168c756bb22568cda771ec82a7bfd8,yes,yes,True,True,,600,clean_holdout_natural,ett,cladder:18150
no,True,no,False,True,db945a2fc0a30a9c318c318626dd46871c00d910d79b25b06f11884aecc6ddb0,no,no,True,True,,601,clean_holdout_natural,ett,cladder:5139
yes,True,yes,False,True,1436235b744b442f5391589b05be714d7d5e9331f604b2fe927e375a3ed060ee,yes,yes,True,True,,602,clean_holdout_natural,ett,cladder:25966
no,True,no,False,True,a997b32a345682c49901c289b09be62485da995b7bbc8df4cce3a645d4ee5430,no,no,True,True,,603,clean_holdout_natural,marginal,cladder:1547
no,True,no,False,True,537fcf36462fb7a668417dc1ff394848480b3a501c46d5543fe5055eee9148e3,no,no,True,True,,604,clean_holdout_natural,marginal,cladder:21324
no,True,no,False,True,a8d53d67d3c3f466658755b38ce40af3679337bb8f94c371f1d13a71abbc4860,no,no,True,True,,605,clean_holdout_natural,correlation,cladder:5468
yes,True,yes,False,True,2427a4cf26b0abb902185d89b236d10f585e239eb3be7cb30b69dce2507e9c66,yes,yes,True,True,,606,clean_holdout_natural,correlation,cladder:28730
no,True,no,False,True,61445481af7839aca1058b52438050c2b01a7e08c1c36b6de0c77cddc088170e,no,no,True,True,,607,clean_holdout_natural,nie,cladder:4491
no,True,no,False,True,328b3ed6dcadde677f5490139abe7f62016425e559ee53584d37ad3c87460354,no,no,True,True,,608,clean_holdout_natural,nie,cladder:10460
no,False,no,False,False,1fa9f31a1dd2157795dafe25a935f092f2496022d541481b539bfb8ca31e46e9,yes,no,False,True,,609,clean_holdout_natural,ett,cladder:20981
no,True,no,False,True,13b16cabfa43ce644de18d41ac57c45ac7f96d218b939b82a8fd3dad857d0742,no,no,True,True,,610,clean_holdout_natural,correlation,cladder:18060
no,True,no,False,True,60eff9c7fe044339365b9be4a4a861073de017dc8f2e3c12cab11c4d466aa418,no,no,True,True,,611,clean_holdout_natural,exp_away,cladder:6342
no,True,no,False,True,d8110e9319e595125c2cc0c0e76829571e63fb3aee1c3a6fb02bbd15afb837f2,no,no,True,True,,612,clean_holdout_natural,correlation,cladder:21841
yes,True,yes,False,True,ba2405591de84f8f0c007c8f7519c41a7cfd1278bceff84620acc51e345b2755,yes,yes,True,True,,613,clean_holdout_natural,marginal,cladder:15013
no,True,no,False,True,8bb543082741ce09c836100809db432fe67697591fb5dd7782f3a45e8a3810b3,no,no,True,True,,614,clean_holdout_natural,det-counterfactual,cladder:20636
yes,True,yes,False,True,09c2851e0e76479c97f6b8499e4120d75b35353d1b6aa93a326f8e614c385511,yes,yes,True,True,,615,clean_holdout_natural,nie,cladder:1428
no,True,no,False,True,de0db2db81f543e0d0f90f7221b69a3bc361bdd880e60337cef6e4c1946c79d7,no,no,True,True,,616,clean_holdout_natural,ett,cladder:15323
yes,True,yes,False,True,5c40406e85146fe8fe35289e94f0fa4887f4b837705562ebcd773074cfdcce4d,yes,yes,True,True,,617,clean_holdout_natural,correlation,cladder:25126
no,True,no,False,True,5ac4d4ed5e11c494e29483456a285f2827a9d8a799bcc69cae0d35c2e993426b,no,no,True,True,,618,clean_holdout_natural,correlation,cladder:27484
yes,True,yes,False,True,70a160f166f3b5122efa19378b6b8e72555288557512b2fa593242e239f4b5a9,yes,yes,True,True,,619,clean_holdout_natural,nde,cladder:16541
no,True,no,False,True,3262e49359a5bd741372146edae829875b35afa0c40f7640dd5d2d803a08edff,no,no,True,True,,620,clean_holdout_natural,ate,cladder:27329
yes,True,yes,False,True,ff9c0511c29549f65ac6361072d148ab556bd53e2cf06543b123c37b34aad3af,yes,yes,True,True,,621,clean_holdout_natural,marginal,cladder:22756
no,True,no,False,True,30415ec20aeef311f9d4d36ba04154f8885fa7d548e95170672c2fad724e3cf0,no,no,True,True,,622,clean_holdout_natural,ate,cladder:5246
no,True,no,False,True,9114e0247603a349b3aba6fde652631ece3282ca9d962c082fa3409d899460ab,no,no,True,True,,623,clean_holdout_natural,marginal,cladder:14280
yes,True,yes,False,True,3359a9ae0e1c9bf887bd92ffef75adb6fedf0ca5ba9e338b17fee3b9e8f68b3a,yes,yes,True,True,,624,clean_holdout_natural,marginal,cladder:22642
no,True,no,False,True,d9fb40cbb7abdb29808199f1f31091a85da9daea662db3f7616e97920cd91587,no,no,True,True,,625,clean_holdout_natural,ett,cladder:1789
yes,True,yes,False,True,9e95dda4f9cd655603f64108103ddfc5590130d1a20de91eef354b0e47036b64,yes,yes,True,True,,626,clean_holdout_natural,ate,cladder:21787
yes,True,yes,False,True,6905ac993c9852fb2441c7a124a718d41c563a8fa5b1834b8ca2f4b2e0b9ba95,yes,yes,True,True,,627,clean_holdout_natural,ett,cladder:27730
no,True,no,False,True,734b1d22612637b8f06b3934c01f684be2c84e755bce1b2f5938a460bfb33611,no,no,True,True,,628,clean_holdout_natural,marginal,cladder:17868
yes,True,yes,False,True,0b0beab0a4e90a23b1051b4c59b4b45065c5f7d49bc6cc70c30dbc93eebf4d42,yes,yes,True,True,,629,clean_holdout_natural,ate,cladder:15430
no,True,no,False,True,68f033d859070bba131e1927570fc695a86fc3db5abd10677601b4ab79c88435,no,no,True,True,,630,clean_holdout_natural,ate,cladder:12862
yes,True,yes,False,True,62efd53ed34df8d6a7160a939ec5e9f1967016d669828e295281fd094f448cd2,yes,yes,True,True,,631,clean_holdout_natural,det-counterfactual,cladder:9719
no,True,no,False,True,0e371e1243e07be6023b05149b1a6726516c47e44d8ee500afe7d25fb89ec42e,no,no,True,True,,632,clean_holdout_natural,correlation,cladder:7418
no,True,no,False,True,a93fdaa8cf31dfa7981a9767d36968a5fd393d8a798117ef8c5356bc27423316,no,yes,False,True,,633,clean_holdout_natural,ate,cladder:28447
yes,True,yes,False,True,94cd1935b557870ed8563005f5f9dcd63f728661f00220aa4bdeb7408acc4d2f,yes,yes,True,True,,634,clean_holdout_natural,det-counterfactual,cladder:29689
no,True,no,False,True,dd0fbdec4dc8d865f97f1a6c8fef8e7d6e96a6d49de767032a46047e22d55325,no,no,True,True,,635,clean_holdout_natural,ate,cladder:29090
yes,True,yes,False,True,279fcc74554c00f11f9ab22a0e78a6e399bbb9abe4968a9175371d40ad1d4d11,yes,yes,True,True,,636,clean_holdout_natural,correlation,cladder:5377
yes,True,yes,False,True,579dc7ce2b96c2cbaa78c49f5b41b6d8f81e541e609b03c4e00a5f1e5678cce7,yes,yes,True,True,,637,clean_holdout_natural,marginal,cladder:15634
